date,text,rating,translated_text,jumlah_kata_awal,cleaned_text,tokenized_text,initial_token_count,stopword_removed_text,token_count,stemmed_text,ulasan_bersih,skor_lexicon,skor_lexicon_ke_rating,sentimen_multiclass
2022-04-15,please add spatial audio feature please add spatial audio feature please add spatial audio feature please add spatial audio feature please add spatial audio feature,5,harap tambahkan fitur audio spasial harap tambahkan fitur audio spasial harap tambahkan fitur audio spasial harap tambahkan fitur audio spasial harap tambahkan fitur audio spasial,25,harap tambahkan fitur audio spasial harap tambahkan fitur audio spasial harap tambahkan fitur audio spasial harap tambahkan fitur audio spasial harap tambahkan fitur audio spasial,"['harap', 'tambahkan', 'fitur', 'audio', 'spasial', 'harap', 'tambahkan', 'fitur', 'audio', 'spasial', 'harap', 'tambahkan', 'fitur', 'audio', 'spasial', 'harap', 'tambahkan', 'fitur', 'audio', 'spasial', 'harap', 'tambahkan', 'fitur', 'audio', 'spasial']",25,"['harap', 'tambahkan', 'fitur', 'audio', 'spasial', 'harap', 'tambahkan', 'fitur', 'audio', 'spasial', 'harap', 'tambahkan', 'fitur', 'audio', 'spasial', 'harap', 'tambahkan', 'fitur', 'audio', 'spasial', 'harap', 'tambahkan', 'fitur', 'audio', 'spasial']",25,"['harap', 'tambah', 'fitur', 'audio', 'spasial', 'harap', 'tambah', 'fitur', 'audio', 'spasial', 'harap', 'tambah', 'fitur', 'audio', 'spasial', 'harap', 'tambah', 'fitur', 'audio', 'spasial', 'harap', 'tambah', 'fitur', 'audio', 'spasial']",harap tambah fitur audio spasial harap tambah fitur audio spasial harap tambah fitur audio spasial harap tambah fitur audio spasial harap tambah fitur audio spasial,0,3,Netral
2022-10-09,"Semoga bisa langganan terus, film nya bikin nagih. 😊",5,"Semoga saya bisa terus berlangganan, filmnya membuat saya membayar. 😊",9,semoga saya bisa terus berlangganan filmnya membuat saya membayar 😊,"['semoga', 'saya', 'bisa', 'terus', 'berlangganan', 'filmnya', 'membuat', 'saya', 'membayar', '😊']",10,"['semoga', 'berlangganan', 'filmnya', 'membayar', '😊']",5,"['moga', 'langgan', 'film', 'bayar', '']",moga langgan film bayar ,0,3,Netral
2022-11-01,"Tidak bisa verify dana, sudah beberapa jam nunggu gaada kode verify yang terkirim, padahal nomornya sudah benar, saya jadi tidak bisa berlangganan via dana, tolong segera di fiks, agar proses pembayaran berlangganan berjalan lancar.",2,"Tidak bisa verify dana, sudah beberapa jam nunggu gaada kode verify yang terkirim, padahal nomornya sudah benar, saya jadi tidak bisa berlangganan via dana, tolong segera di fiks, agar proses pembayaran berlangganan berjalan lancar.",34,tidak bisa verify dana sudah beberapa jam nunggu gaada kode verify yang terkirim padahal nomornya sudah benar saya jadi tidak bisa berlangganan via dana tolong segera di fiks agar proses pembayaran berlangganan berjalan lancar,"['tidak', 'bisa', 'verify', 'dana', 'sudah', 'beberapa', 'jam', 'nunggu', 'gaada', 'kode', 'verify', 'yang', 'terkirim', 'padahal', 'nomornya', 'sudah', 'benar', 'saya', 'jadi', 'tidak', 'bisa', 'berlangganan', 'via', 'dana', 'tolong', 'segera', 'di', 'fiks', 'agar', 'proses', 'pembayaran', 'berlangganan', 'berjalan', 'lancar']",34,"['verify', 'dana', 'jam', 'nunggu', 'gaada', 'kode', 'verify', 'terkirim', 'nomornya', 'berlangganan', 'via', 'dana', 'fiks', 'proses', 'pembayaran', 'berlangganan', 'berjalan', 'lancar']",18,"['verify', 'dana', 'jam', 'nunggu', 'gaada', 'kode', 'verify', 'kirim', 'nomor', 'langgan', 'via', 'dana', 'fiks', 'proses', 'bayar', 'langgan', 'jalan', 'lancar']",verify dana jam nunggu gaada kode verify kirim nomor langgan via dana fiks proses bayar langgan jalan lancar,5,5,Positif
2022-02-22,Kok ga update lagi… mana eps ya baru?,2,Kok ga update lagi… mana eps ya baru?,8,kok ga update lagi… mana eps ya baru,"['kok', 'ga', 'update', 'lagi…', 'mana', 'eps', 'ya', 'baru']",8,"['update', 'lagi…', 'eps', 'ya']",4,"['update', 'lagi', 'eps', 'ya']",update lagi eps ya,1,3,Netral
2022-10-27,Super jelek bgt di mi tv terjadi kesalahan mulu disney nya perbaikin lg dong!,1,Super jelek bgt di mi tv terjadi kesalahan mulu disney nya perbaikin lg dong!,14,super jelek bgt di mi tv terjadi kesalahan mulu disney nya perbaikin lg dong,"['super', 'jelek', 'bgt', 'di', 'mi', 'tv', 'terjadi', 'kesalahan', 'mulu', 'disney', 'nya', 'perbaikin', 'lg', 'dong']",14,"['super', 'jelek', 'bgt', 'mi', 'tv', 'kesalahan', 'mulu', 'perbaikin', 'lg']",9,"['super', 'jelek', 'bgt', 'mi', 'tv', 'salah', 'mulu', 'perbaikin', 'lg']",super jelek bgt mi tv salah mulu perbaikin lg,-12,1,Negatif
2022-03-19,"Kenapa bnyak film g bisa d tonton y, keterangannya kesalahan DRM (PL 1206)",2,"Kenapa bnyak film g bisa d tonton y, keterangannya kesalahan DRM (PL 1206)",13,kenapa bnyak film g bisa d tonton y keterangannya kesalahan drm pl,"['kenapa', 'bnyak', 'film', 'g', 'bisa', 'd', 'tonton', 'y', 'keterangannya', 'kesalahan', 'drm', 'pl']",12,"['bnyak', 'film', 'g', 'd', 'tonton', 'y', 'keterangannya', 'kesalahan', 'drm', 'pl']",10,"['bnyak', 'film', 'g', 'd', 'tonton', 'y', 'terang', 'salah', 'drm', 'pl']",bnyak film g d tonton y terang salah drm pl,-11,1,Negatif
2020-09-06,"No option available to cast the movies to chromecast, why ?",4,"Tidak ada opsi yang tersedia untuk mentransmisikan film ke chromecast, mengapa?",11,tidak ada opsi yang tersedia untuk mentransmisikan film ke chromecast mengapa,"['tidak', 'ada', 'opsi', 'yang', 'tersedia', 'untuk', 'mentransmisikan', 'film', 'ke', 'chromecast', 'mengapa']",11,"['opsi', 'tersedia', 'mentransmisikan', 'film', 'chromecast']",5,"['opsi', 'sedia', 'transmisi', 'film', 'chromecast']",opsi sedia transmisi film chromecast,2,4,Positif
2022-04-10,Cant log in because very hard to get OTP,1,Tidak bisa login karena sangat sulit mendapatkan OTP,9,tidak bisa login karena sangat sulit mendapatkan otp,"['tidak', 'bisa', 'login', 'karena', 'sangat', 'sulit', 'mendapatkan', 'otp']",8,"['login', 'sulit', 'otp']",3,"['login', 'sulit', 'otp']",login sulit otp,0,3,Netral
2020-10-27,Tambahkan seoson 2 serial RadhaKrishna plizz🙏🏻,3,Tambahkan seoson 2 serial RadhaKrishna plizz🙏🏻,6,tambahkan seoson serial radhakrishna plizz🙏🏻,"['tambahkan', 'seoson', 'serial', 'radhakrishna', 'plizz🙏🏻']",5,"['tambahkan', 'seoson', 'serial', 'radhakrishna', 'plizz🙏🏻']",5,"['tambah', 'seoson', 'serial', 'radhakrishna', 'plizz']",tambah seoson serial radhakrishna plizz,3,4,Positif
2022-06-13,Kode otp tidak dikirimkan sangat lama,1,Kode otp tidak dikirimkan sangat lama,6,kode otp tidak dikirimkan sangat lama,"['kode', 'otp', 'tidak', 'dikirimkan', 'sangat', 'lama']",6,"['kode', 'otp', 'dikirimkan']",3,"['kode', 'otp', 'kirim']",kode otp kirim,-1,3,Netral
2020-09-07,"Overall sudah cukup stabil, fitur download berjalan lancar hanya saja kirim SMS OTP tidak terkirim-kirim, yang berjalan lancar ketika request OTP via call",5,"Overall sudah cukup stabil, fitur download berjalan lancar hanya saja kirim SMS OTP tidak terkirim-kirim, yang berjalan lancar ketika request OTP via call",23,overall sudah cukup stabil fitur download berjalan lancar hanya saja kirim sms otp tidak terkirimkirim yang berjalan lancar ketika request otp via call,"['overall', 'sudah', 'cukup', 'stabil', 'fitur', 'download', 'berjalan', 'lancar', 'hanya', 'saja', 'kirim', 'sms', 'otp', 'tidak', 'terkirimkirim', 'yang', 'berjalan', 'lancar', 'ketika', 'request', 'otp', 'via', 'call']",23,"['overall', 'stabil', 'fitur', 'download', 'berjalan', 'lancar', 'kirim', 'sms', 'otp', 'terkirimkirim', 'berjalan', 'lancar', 'request', 'otp', 'via', 'call']",16,"['overall', 'stabil', 'fitur', 'download', 'jalan', 'lancar', 'kirim', 'sms', 'otp', 'terkirimkirim', 'jalan', 'lancar', 'request', 'otp', 'via', 'call']",overall stabil fitur download jalan lancar kirim sms otp terkirimkirim jalan lancar request otp via call,1,3,Netral
2020-09-30,"After playing properly in my Xiaomi TV for weeks, the app suddenly asked me to log out & log in again. Funnily, when it asked me to log in from the website again, there is no option for my region. It was only for India...
When I asked the tech support, they kept asking  me if I use VPN, blah blah blah.... For goodness sake, the problem is in your website login, not on my device!!! 😡😡😡😡

Seriously, learn from Netflix’s UI/UX!",2,"Setelah diputar dengan benar di TV Xiaomi saya selama berminggu-minggu, aplikasi tiba-tiba meminta saya untuk logout & login lagi. Lucunya, ketika saya diminta masuk lagi dari situs web, tidak ada pilihan untuk wilayah saya. Itu hanya untuk India...
Ketika saya bertanya kepada dukungan teknis, mereka terus bertanya apakah saya menggunakan VPN, bla bla bla.... Demi Tuhan, masalahnya ada di login situs web Anda, bukan di perangkat saya!!! 😡😡😡😡

Serius, belajarlah dari UI/UX Netflix!",82,setelah diputar dengan benar di tv xiaomi saya selama bermingguminggu aplikasi tibatiba meminta saya untuk logout login lagi lucunya ketika saya diminta masuk lagi dari situs web tidak ada pilihan untuk wilayah saya itu hanya untuk india ketika saya bertanya kepada dukungan teknis mereka terus bertanya apakah saya menggunakan vpn bla bla bla demi tuhan masalahnya ada di login situs web anda bukan di perangkat saya 😡😡😡😡 serius belajarlah dari uiux netflix,"['setelah', 'diputar', 'dengan', 'benar', 'di', 'tv', 'xiaomi', 'saya', 'selama', 'bermingguminggu', 'aplikasi', 'tibatiba', 'meminta', 'saya', 'untuk', 'logout', 'login', 'lagi', 'lucunya', 'ketika', 'saya', 'diminta', 'masuk', 'lagi', 'dari', 'situs', 'web', 'tidak', 'ada', 'pilihan', 'untuk', 'wilayah', 'saya', 'itu', 'hanya', 'untuk', 'india', 'ketika', 'saya', 'bertanya', 'kepada', 'dukungan', 'teknis', 'mereka', 'terus', 'bertanya', 'apakah', 'saya', 'menggunakan', 'vpn', 'bla', 'bla', 'bla', 'demi', 'tuhan', 'masalahnya', 'ada', 'di', 'login', 'situs', 'web', 'anda', 'bukan', 'di', 'perangkat', 'saya', '😡😡😡😡', 'serius', 'belajarlah', 'dari', 'uiux', 'netflix']",72,"['diputar', 'tv', 'xiaomi', 'bermingguminggu', 'tibatiba', 'logout', 'login', 'lucunya', 'masuk', 'situs', 'web', 'pilihan', 'wilayah', 'india', 'dukungan', 'teknis', 'vpn', 'bla', 'bla', 'bla', 'tuhan', 'login', 'situs', 'web', 'perangkat', '😡😡😡😡', 'serius', 'belajarlah', 'uiux', 'netflix']",30,"['putar', 'tv', 'xiaomi', 'bermingguminggu', 'tibatiba', 'logout', 'login', 'lucu', 'masuk', 'situs', 'web', 'pilih', 'wilayah', 'india', 'dukung', 'teknis', 'vpn', 'bla', 'bla', 'bla', 'tuhan', 'login', 'situs', 'web', 'perangkat', '', 'serius', 'bajar', 'uiux', 'netflix']",putar tv xiaomi bermingguminggu tibatiba logout login lucu masuk situs web pilih wilayah india dukung teknis vpn bla bla bla tuhan login situs web perangkat  serius bajar uiux netflix,-5,1,Negatif
2020-09-13,Please enable Airplay option and provide app for AppleTV. Also we need 4K / HDR contents. We’re stuck watching on small screens,5,Harap aktifkan opsi Airplay dan sediakan aplikasi untuk AppleTV. Kami juga membutuhkan konten 4K / HDR. Kami terjebak menonton di layar kecil,22,harap aktifkan opsi airplay dan sediakan aplikasi untuk appletv kami juga membutuhkan konten k hdr kami terjebak menonton di layar kecil,"['harap', 'aktifkan', 'opsi', 'airplay', 'dan', 'sediakan', 'aplikasi', 'untuk', 'appletv', 'kami', 'juga', 'membutuhkan', 'konten', 'k', 'hdr', 'kami', 'terjebak', 'menonton', 'di', 'layar', 'kecil']",21,"['harap', 'aktifkan', 'opsi', 'airplay', 'sediakan', 'appletv', 'membutuhkan', 'konten', 'k', 'hdr', 'terjebak', 'layar']",12,"['harap', 'aktif', 'opsi', 'airplay', 'sedia', 'appletv', 'butuh', 'konten', 'k', 'hdr', 'jebak', 'layar']",harap aktif opsi airplay sedia appletv butuh konten k hdr jebak layar,-9,1,Negatif
2022-01-09,Do I really need to confirm if I’m 20+ every time? It’s not a really great experience when watching a series,5,Apakah saya benar-benar perlu memastikan apakah saya berusia 20+ setiap saat? Ini bukan pengalaman yang luar biasa saat menonton serial,21,apakah saya benarbenar perlu memastikan apakah saya berusia setiap saat ini bukan pengalaman yang luar biasa saat menonton serial,"['apakah', 'saya', 'benarbenar', 'perlu', 'memastikan', 'apakah', 'saya', 'berusia', 'setiap', 'saat', 'ini', 'bukan', 'pengalaman', 'yang', 'luar', 'biasa', 'saat', 'menonton', 'serial']",19,"['benarbenar', 'berusia', 'pengalaman', 'serial']",4,"['benarbenar', 'usia', 'alam', 'serial']",benarbenar usia alam serial,-1,3,Netral
2020-12-02,can we pleaseee have miraculous : tales of ladybug?? they have it on disney+ US..,5,bisakah kita mendapatkan keajaiban: kisah kepik?? mereka memilikinya di Disney+ AS..,15,bisakah kita mendapatkan keajaiban kisah kepik mereka memilikinya di disney as,"['bisakah', 'kita', 'mendapatkan', 'keajaiban', 'kisah', 'kepik', 'mereka', 'memilikinya', 'di', 'disney', 'as']",11,"['keajaiban', 'kisah', 'kepik', 'memilikinya', 'as']",5,"['ajaib', 'kisah', 'kepik', 'milik', 'as']",ajaib kisah kepik milik as,1,3,Netral
2022-09-23,Im subscribe 1 year. But now I’m can’t login… what happens.. please help,5,Saya berlangganan 1 tahun. Tapi sekarang saya tidak bisa login… apa yang terjadi.. mohon bantuannya,13,saya berlangganan tahun tapi sekarang saya tidak bisa login… apa yang terjadi mohon bantuannya,"['saya', 'berlangganan', 'tahun', 'tapi', 'sekarang', 'saya', 'tidak', 'bisa', 'login…', 'apa', 'yang', 'terjadi', 'mohon', 'bantuannya']",14,"['berlangganan', 'login…', 'mohon', 'bantuannya']",4,"['langgan', 'login', 'mohon', 'bantu']",langgan login mohon bantu,-4,1,Negatif
2020-09-05,Nanti kalo udah bisa chrome cast ke tv baru dikasih bintang 5,3,Nanti kalau bisa chromecast ke TV baru akan diberikan bintang 5,12,nanti kalau bisa chromecast ke tv baru akan diberikan bintang,"['nanti', 'kalau', 'bisa', 'chromecast', 'ke', 'tv', 'baru', 'akan', 'diberikan', 'bintang']",10,"['chromecast', 'tv', 'bintang']",3,"['chromecast', 'tv', 'bintang']",chromecast tv bintang,0,3,Netral
2022-02-24,I wanna free not buy,1,Saya ingin gratis bukan membeli,5,saya ingin gratis bukan membeli,"['saya', 'ingin', 'gratis', 'bukan', 'membeli']",5,"['gratis', 'membeli']",2,"['gratis', 'beli']",gratis beli,1,3,Netral
2022-11-19,I’ve subscribed to disney+ when I was in my home country and i am asked to subscribe again when i am at another country. I would prefer another app for watching movie just because of this policy then.,3,Saya telah berlangganan Disney+ ketika saya berada di negara asal saya dan saya diminta untuk berlangganan lagi ketika saya berada di negara lain. Saya lebih memilih aplikasi lain untuk menonton film hanya karena kebijakan ini.,38,saya telah berlangganan disney ketika saya berada di negara asal saya dan saya diminta untuk berlangganan lagi ketika saya berada di negara lain saya lebih memilih aplikasi lain untuk menonton film hanya karena kebijakan ini,"['saya', 'telah', 'berlangganan', 'disney', 'ketika', 'saya', 'berada', 'di', 'negara', 'asal', 'saya', 'dan', 'saya', 'diminta', 'untuk', 'berlangganan', 'lagi', 'ketika', 'saya', 'berada', 'di', 'negara', 'lain', 'saya', 'lebih', 'memilih', 'aplikasi', 'lain', 'untuk', 'menonton', 'film', 'hanya', 'karena', 'kebijakan', 'ini']",35,"['berlangganan', 'negara', 'berlangganan', 'negara', 'memilih', 'film', 'kebijakan']",7,"['langgan', 'negara', 'langgan', 'negara', 'pilih', 'film', 'bijak']",langgan negara langgan negara pilih film bijak,-2,2,Negatif
2020-11-28,"Just wasted Rp. 199,000,- just to purchase a yearly subscription service without any chance to be able to watch it on my TV by using Apple Digital AV Adapter to HDMI. Watching on iPhone or iPad is tiring. What is the meaning of purchasing Disney+ service if it’s can’t be enjoyed by the whole family members on TV screen? It doesn’t make sense! I want my money back.",1,"Hanya membuang Rp. 199.000,- hanya untuk membeli layanan berlangganan tahunan tanpa ada kesempatan untuk bisa menontonnya di TV saya dengan menggunakan Apple Digital AV Adapter to HDMI. Menonton di iPhone atau iPad memang melelahkan. Apalah gunanya membeli layanan Disney+ jika tidak bisa dinikmati seluruh anggota keluarga di layar TV? Itu tidak masuk akal! Saya ingin uang saya kembali.",68,hanya membuang rp hanya untuk membeli layanan berlangganan tahunan tanpa ada kesempatan untuk bisa menontonnya di tv saya dengan menggunakan apple digital av adapter to hdmi menonton di iphone atau ipad memang melelahkan apalah gunanya membeli layanan disney jika tidak bisa dinikmati seluruh anggota keluarga di layar tv itu tidak masuk akal saya ingin uang saya kembali,"['hanya', 'membuang', 'rp', 'hanya', 'untuk', 'membeli', 'layanan', 'berlangganan', 'tahunan', 'tanpa', 'ada', 'kesempatan', 'untuk', 'bisa', 'menontonnya', 'di', 'tv', 'saya', 'dengan', 'menggunakan', 'apple', 'digital', 'av', 'adapter', 'to', 'hdmi', 'menonton', 'di', 'iphone', 'atau', 'ipad', 'memang', 'melelahkan', 'apalah', 'gunanya', 'membeli', 'layanan', 'disney', 'jika', 'tidak', 'bisa', 'dinikmati', 'seluruh', 'anggota', 'keluarga', 'di', 'layar', 'tv', 'itu', 'tidak', 'masuk', 'akal', 'saya', 'ingin', 'uang', 'saya', 'kembali']",57,"['membuang', 'rp', 'membeli', 'layanan', 'berlangganan', 'tahunan', 'kesempatan', 'menontonnya', 'tv', 'apple', 'digital', 'av', 'adapter', 'to', 'hdmi', 'iphone', 'ipad', 'melelahkan', 'apalah', 'gunanya', 'membeli', 'layanan', 'dinikmati', 'anggota', 'keluarga', 'layar', 'tv', 'masuk', 'akal', 'uang']",30,"['buang', 'rp', 'beli', 'layan', 'langgan', 'tahun', 'sempat', 'tonton', 'tv', 'apple', 'digital', 'av', 'adapter', 'to', 'hdmi', 'iphone', 'ipad', 'lelah', 'apa', 'guna', 'beli', 'layan', 'nikmat', 'anggota', 'keluarga', 'layar', 'tv', 'masuk', 'akal', 'uang']",buang rp beli layan langgan tahun sempat tonton tv apple digital av adapter to hdmi iphone ipad lelah apa guna beli layan nikmat anggota keluarga layar tv masuk akal uang,-26,1,Negatif
2022-05-18,Banyak series dan movie yang bagus ditonton,5,Banyak series dan movie yang bagus ditonton,7,banyak series dan movie yang bagus ditonton,"['banyak', 'series', 'dan', 'movie', 'yang', 'bagus', 'ditonton']",7,"['series', 'movie', 'ditonton']",3,"['series', 'movie', 'tonton']",series movie tonton,-4,1,Negatif
2020-09-06,"it’s pathetic Disney has million good movies but can only watch in mobile phone and can’t be cast to smart TV 

you’re not supposed to limit the application like that. 
So dissapointed ! i already subscribed for 1 year.

your rate will be the best after you upgrade the capability your apps to be able to cast to smart TV",1,"sungguh menyedihkan Disney memiliki jutaan film bagus tetapi hanya dapat ditonton di ponsel dan tidak dapat disiarkan ke smart TV 

Anda tidak seharusnya membatasi aplikasi seperti itu. 
Sangat kecewa! saya sudah berlangganan selama 1 tahun.

tarif Anda akan menjadi yang terbaik setelah Anda meningkatkan kemampuan aplikasi Anda agar dapat ditransmisikan ke smart TV",60,sungguh menyedihkan disney memiliki jutaan film bagus tetapi hanya dapat ditonton di ponsel dan tidak dapat disiarkan ke smart tv anda tidak seharusnya membatasi aplikasi seperti itu sangat kecewa saya sudah berlangganan selama tahun tarif anda akan menjadi yang terbaik setelah anda meningkatkan kemampuan aplikasi anda agar dapat ditransmisikan ke smart tv,"['sungguh', 'menyedihkan', 'disney', 'memiliki', 'jutaan', 'film', 'bagus', 'tetapi', 'hanya', 'dapat', 'ditonton', 'di', 'ponsel', 'dan', 'tidak', 'dapat', 'disiarkan', 'ke', 'smart', 'tv', 'anda', 'tidak', 'seharusnya', 'membatasi', 'aplikasi', 'seperti', 'itu', 'sangat', 'kecewa', 'saya', 'sudah', 'berlangganan', 'selama', 'tahun', 'tarif', 'anda', 'akan', 'menjadi', 'yang', 'terbaik', 'setelah', 'anda', 'meningkatkan', 'kemampuan', 'aplikasi', 'anda', 'agar', 'dapat', 'ditransmisikan', 'ke', 'smart', 'tv']",52,"['sungguh', 'menyedihkan', 'memiliki', 'jutaan', 'film', 'ditonton', 'ponsel', 'disiarkan', 'smart', 'tv', 'membatasi', 'kecewa', 'berlangganan', 'tarif', 'terbaik', 'meningkatkan', 'kemampuan', 'ditransmisikan', 'smart', 'tv']",20,"['sungguh', 'sedih', 'milik', 'juta', 'film', 'tonton', 'ponsel', 'siar', 'smart', 'tv', 'batas', 'kecewa', 'langgan', 'tarif', 'baik', 'tingkat', 'mampu', 'transmisi', 'smart', 'tv']",sungguh sedih milik juta film tonton ponsel siar smart tv batas kecewa langgan tarif baik tingkat mampu transmisi smart tv,-12,1,Negatif
