content,score,at,translated_content
"Aplikasi Disney+ Hotstar sering bermasalah. Saat streaming, layar tiba-tiba jadi hitam tapi suara tetap ada. Selain itu, saya berlangganan paket 3 perangkat, 1 layar, tapi saat ingin menonton di laptop, muncul pesan ""Layar sedang aktif di perangkat lain"", padahal saya sudah logout dari HP. Di pengaturan perangkat hanya ada HP dan laptop saya, jadi seharusnya tidak ada masalah. Sudah coba logout dari semua perangkat dan masuk kembali, tapi tetap tidak bisa.",1,2025-03-16 14:45:44,"Aplikasi Disney+ Hotstar sering bermasalah. Saat streaming, layar tiba-tiba jadi hitam tapi suara tetap ada. Selain itu, saya berlangganan paket 3 perangkat, 1 layar, tapi saat ingin menonton di laptop, muncul pesan ""Layar sedang aktif di perangkat lain"", padahal saya sudah logout dari HP. Di pengaturan perangkat hanya ada HP dan laptop saya, jadi seharusnya tidak ada masalah. Sudah coba logout dari semua perangkat dan masuk kembali, tapi tetap tidak bisa."
Aplikasi sampah,1,2025-03-16 12:45:15,Aplikasi sampah
𝑺𝒖𝒅𝒂𝒉 𝒃𝒆𝒓𝒍𝒂𝒏𝒈𝒈𝒂𝒏𝒂𝒏 𝒌𝒏𝒑 𝒔𝒆𝒓𝒊𝒏𝒈 𝒈𝒌 𝒃𝒊𝒔𝒂 𝒏𝒐𝒏𝒕𝒐𝒏,1,2025-03-16 12:10:10,𝑺𝒖𝒅𝒂𝒉 𝒃𝒆𝒓𝒍𝒂𝒏𝒈𝒈𝒂𝒏𝒂𝒏 𝒌𝒏𝒑 𝒔𝒆𝒓𝒊𝒏𝒈 𝒈𝒌 𝒃𝒊𝒔𝒂 𝒏𝒐𝒏𝒕𝒐𝒏
"mau login kok susah bener, di tv aman, di tablet sm hape susah bner, kami mendeteksi jaringan tidak biasa, payah nih, ribet",1,2025-03-16 09:43:26,"mau login kok susah bener, di tv aman, di tablet sm hape susah bner, kami mendeteksi jaringan tidak biasa, payah nih, ribet"
"Tidak bisa login, code tidak terkirim dan saya sudah melakukan arahan sistem untuk ke website nya tapi sama saja! apa apaan ini! 😤",1,2025-03-16 09:36:25,"Tidak bisa login, code tidak terkirim dan saya sudah melakukan arahan sistem untuk ke website nya tapi sama saja! apa apaan ini! 😤"
ini bayar gaa?,2,2025-03-16 07:56:04,ini bayar gaa?
Fiturnya dikit banget,1,2025-03-16 06:22:58,Fiturnya dikit banget
sangat buruk,1,2025-03-16 05:04:10,sangat buruk
"Gimana ini masa mau nonton internet sudah 50mbps, gk bisa nonton, macet gambar hanya hitam, dipercepat ya macet di gambar yg di percepat, kalau nonton trailer nya lancar jaya Parah sih ini",1,2025-03-16 03:14:23,"Gimana ini masa mau nonton internet sudah 50mbps, gk bisa nonton, macet gambar hanya hitam, dipercepat ya macet di gambar yg di percepat, kalau nonton trailer nya lancar jaya Parah sih ini"
Ganggu aja nih iklan,1,2025-03-15 23:32:42,Ganggu aja nih iklan
Vitur download nya sering error Buat download 2 film aja udah gk bisa dibuka 😒,2,2025-03-15 21:14:13,Vitur download nya sering error Buat download 2 film aja udah gk bisa dibuka 😒
mintol diperbaiki lgi ka soalnya banyak bug,5,2025-03-15 14:44:58,mintol diperbaiki lgi ka soalnya banyak bug
apk ampas,1,2025-03-15 07:23:29,apk ampas
"Setiap mau bikin Akun pasti gagal, aplikasi apa inii, Masa keterangannya kami mendeteksi aktivitas yg tidak biasa.. Situ yang minta alamat Email Situ yang curiga.. kan aneh Auto Delete...!!!!",1,2025-03-15 06:52:19,"Setiap mau bikin Akun pasti gagal, aplikasi apa inii, Masa keterangannya kami mendeteksi aktivitas yg tidak biasa.. Situ yang minta alamat Email Situ yang curiga.. kan aneh Auto Delete...!!!!"
"nice, bisa nonton kartun",5,2025-03-15 06:19:23,"nice, bisa nonton kartun"
Jelek apk nya,1,2025-03-15 05:05:02,Jelek apk nya
nyesel langganan gambarnya gak muncul cuma ada suaranya doang. udah di hapus data masih aja gak keluar tuh gambar.,1,2025-03-15 03:51:35,nyesel langganan gambarnya gak muncul cuma ada suaranya doang. udah di hapus data masih aja gak keluar tuh gambar.
"parah bgt sih ini aplikasi, keluhan pengguna gak di gubris apa gmn ya. rating 3.5 aja udh jelek bgt apalagi ini ratingnya 2.0, ancur bgt sumpah.",1,2025-03-15 00:36:51,"parah bgt sih ini aplikasi, keluhan pengguna gak di gubris apa gmn ya. rating 3.5 aja udh jelek bgt apalagi ini ratingnya 2.0, ancur bgt sumpah."
"Semua hits terbaik & terlaris sepanjang masa berkumpul disini, luar biasa!",1,2025-03-14 17:07:36,"Semua hits terbaik & terlaris sepanjang masa berkumpul disini, luar biasa!"
Aplikasi burik gak rekomen untuk di instal,1,2025-03-14 13:11:00,Aplikasi burik gak rekomen untuk di instal
"Mahal-mahal bayar, tidak bisa dipakai aplikasinya, Wifi terdeteksi memakai proxy atau semacamnya tapi pakai data internet bisa. Buka streaming lain aja bisa. Mending pakai Netflix.",1,2025-03-14 12:47:24,"Mahal-mahal bayar, tidak bisa dipakai aplikasinya, Wifi terdeteksi memakai proxy atau semacamnya tapi pakai data internet bisa. Buka streaming lain aja bisa. Mending pakai Netflix."
Sudah bayar langganan 1 tahun tapi aplikasi tidak bisa di akses,1,2025-03-14 11:58:11,Sudah bayar langganan 1 tahun tapi aplikasi tidak bisa di akses
sangat membantu sekali,5,2025-03-14 10:01:43,sangat membantu sekali
Mantap dan keren koleksi filmnya..,5,2025-03-14 06:21:53,Mantap dan keren koleksi filmnya..
"Menurut saya aplikasi ini udah bagus dan lengakp, tapi cuma satu yang di sayangkan. Ya itu kalo kita nonton di Googel Tv tidak bisa Ful screen, jadi pengalaman menonton jadi tidak asik, padhal enak di TV. Saya harap update kedepan nya bisa di atasi",3,2025-03-14 06:00:32,"Menurut saya aplikasi ini udah bagus dan lengakp, tapi cuma satu yang di sayangkan. Ya itu kalo kita nonton di Googel Tv tidak bisa Ful screen, jadi pengalaman menonton jadi tidak asik, padhal enak di TV. Saya harap update kedepan nya bisa di atasi"
Apk nya bagus tapi berbayar jadi gak niat mau nonton,1,2025-03-13 23:51:02,Apk nya bagus tapi berbayar jadi gak niat mau nonton
saya baru langganan dan menggunakannya di laptop. satu hal yang saya kecewa yaitu kenapa kalau memilih grafik hd seperti 1080p gak tetap 1080p tapi terkadang turun naik grafiknya. saya harap grafiknya bisa di setting hanya 1080p aja jangan turun. saya lebih baik lag tapi settingan grafik bisa stak hanya 1080p atau 720p.,3,2025-03-13 10:16:15,saya baru langganan dan menggunakannya di laptop. satu hal yang saya kecewa yaitu kenapa kalau memilih grafik hd seperti 1080p gak tetap 1080p tapi terkadang turun naik grafiknya. saya harap grafiknya bisa di setting hanya 1080p aja jangan turun. saya lebih baik lag tapi settingan grafik bisa stak hanya 1080p atau 720p.
kenapa harus berbayar sih beriklan gapapa Iki berbayar cooy,1,2025-03-13 05:06:39,kenapa harus berbayar sih beriklan gapapa Iki berbayar cooy
Mantap lah,5,2025-03-12 23:32:14,Mantap lah
lemot,1,2025-03-12 23:04:36,lemot
"Aplikasi yang sangat jelek, very very bad... sangat rugi mendownload aplikasi ini.",1,2025-03-12 12:03:54,"Aplikasi yang sangat jelek, very very bad... sangat rugi mendownload aplikasi ini."
"Teks subtitle kecil banget, ga kelihatan, tolong sediakan teks yg lebih besar",2,2025-03-12 02:16:44,"Teks subtitle kecil banget, ga kelihatan, tolong sediakan teks yg lebih besar"
Boikot,1,2025-03-11 21:18:37,Boikot
Very Good...👍👍👍,5,2025-03-11 09:35:32,Bagus sekali...👍👍👍
"tidsk bisa login , apk g guna",1,2025-03-11 08:18:12,"tidsk bisa login , apk g guna"
Aku tidak bisa masuk dari pilem pilem jelek itu🤢,1,2025-03-11 07:13:56,Aku tidak bisa masuk dari pilem pilem jelek itu🤢
Aplikasi Menyusahkan pengguna,1,2025-03-11 06:31:55,Aplikasi Menyusahkan pengguna
"Aplikasi sampah, mau login aja susah bener, traffic tidak biasa segala macem, kalo gak niat gak usah bikin aplikasi dah, percuma saya langganan juga, padahal sebelumnya gak ada kendala kaya gini, kok sekarang malah rusak gini dah, padahal dulu aman² aja, tanggung jawab tu sama orang yang udah langganan",1,2025-03-10 17:42:44,"Aplikasi sampah, mau login aja susah bener, traffic tidak biasa segala macem, kalo gak niat gak usah bikin aplikasi dah, percuma saya langganan juga, padahal sebelumnya gak ada kendala kaya gini, kok sekarang malah rusak gini dah, padahal dulu aman² aja, tanggung jawab tu sama orang yang udah langganan"
"Mau nonton slalu gk bsa, trus abis log out dari account premium malah jadi basic ... padahal uda bayar tahunan Scam kah ?",1,2025-03-10 15:48:35,"Mau nonton slalu gk bsa, trus abis log out dari account premium malah jadi basic ... padahal uda bayar tahunan Scam kah ?"
Bagus,4,2025-03-10 15:44:01,Bagus
Bagaimana ini ada teksnya tapi gelap ga ada gambarnya,1,2025-03-10 13:18:47,Bagaimana ini ada teksnya tapi gelap ga ada gambarnya
bagus,4,2025-03-10 08:30:07,bagus
Buruk.,1,2025-03-10 08:06:51,Buruk.
"lancar-lancar aja kok ga ada kendala?login jg lancar, ya mungkin ada kesalahan pas login jdi gabisa",5,2025-03-09 23:56:35,"lancar-lancar aja kok ga ada kendala?login jg lancar, ya mungkin ada kesalahan pas login jdi gabisa"
Basic pertanian sekarang lebih banyak k tanaman Hortikultura bidang tanaman buah buahan seperti durian d alpukat dll,4,2025-03-09 19:02:59,Basic pertanian sekarang lebih banyak k tanaman Hortikultura bidang tanaman buah buahan seperti durian d alpukat dll
jaringan tidak stabil,1,2025-03-09 14:11:48,jaringan tidak stabil
"Ada suara tapi tidak ada gambar, saya sudah bayar ini bagaimana ya?",2,2025-03-09 13:09:04,"Ada suara tapi tidak ada gambar, saya sudah bayar ini bagaimana ya?"
bagus,3,2025-03-09 08:34:05,bagus
"Kesalahan koneksi 2 minggu, udah bayar bulanan nga bisa di pake nonton",1,2025-03-09 07:06:44,"Kesalahan koneksi 2 minggu, udah bayar bulanan nga bisa di pake nonton"
aneh,1,2025-03-08 15:40:17,aneh
"Lumayan bagus dan harganya cukup terjangkau, tapi masih banyak yang harus diperbaiki terutama masalah eror saat streaming, saya menonton ditv yang berbeda padahal sudah mematikan tv sebelumnya tapi masih dianggap terlalu banyak orang yang menggunakan akun anda saat ini",2,2025-03-08 15:13:53,"Lumayan bagus dan harganya cukup terjangkau, tapi masih banyak yang harus diperbaiki terutama masalah eror saat streaming, saya menonton ditv yang berbeda padahal sudah mematikan tv sebelumnya tapi masih dianggap terlalu banyak orang yang menggunakan akun anda saat ini"
"Ini gimana,ad suaranya aj tpi gambar video nya gak kluar,dari tdi udh coba berkali-kali uninstall ulang tetep aj gak bisa,tolong donk di perbaiki",1,2025-03-08 13:09:24,"Ini gimana,ad suaranya aj tpi gambar video nya gak kluar,dari tdi udh coba berkali-kali uninstall ulang tetep aj gak bisa,tolong donk di perbaiki"
Ini apaann masa harus bayar??hmm tpi gpplahh cuma bisa nonton trailernya doang tapi!,2,2025-03-08 12:50:31,Ini apaann masa harus bayar??hmm tpi gpplahh cuma bisa nonton trailernya doang tapi!
"Fitur screenshot gak bisa. Screenshot ajah gaperlu screen recording. Mau abadikan momen jadi gak bisa. Terus juga kenapa sering ""terlalu banyak orang yang menonton dengan akun anda"" padahal cuma aktif di 2 platform saja (maksimal kan 3?)",3,2025-03-08 06:54:24,"Fitur screenshot gak bisa. Screenshot ajah gaperlu screen recording. Mau abadikan momen jadi gak bisa. Terus juga kenapa sering ""terlalu banyak orang yang menonton dengan akun anda"" padahal cuma aktif di 2 platform saja (maksimal kan 3?)"
"Aplikasi aneh aneh aneh aneh, gabisa masukin nomer HP",1,2025-03-08 05:08:00,"Aplikasi aneh aneh aneh aneh, gabisa masukin nomer HP"
gak bisa login,1,2025-03-08 03:45:53,gak bisa login
BLACK SCREEN DOANG,1,2025-03-08 02:48:06,BLACK SCREEN DOANG
Aku gak tau gimana cara daftar nya tolong di bantu dongg😙😙😙,1,2025-03-07 21:22:02,Aku gak tau gimana cara daftar nya tolong di bantu dongg😙😙😙
makin mahal aja lu Etdah ... mna gabisa login / daftar ... cuma bisa make nmr hp aja kah gada opsi Laen dih ... fix apk streaming Ter setres SE Gugel play 🤦🏻‍♂️,1,2025-03-07 18:18:02,Makin mahal Etdah..kok gak bisa login/registrasi..hanya bisa pake nomor telfon aja ada opsi Laen..fix apk streaming Ter setres SE Google play 🤦🏻‍♂️
sangat membantu,1,2025-03-07 16:30:24,sangat membantu
Aplikasi ini terlalu bagus,5,2025-03-07 09:45:42,Aplikasi ini terlalu bagus
"Ga ada yang gratis didunia ini, kawan",1,2025-03-07 06:30:22,"Ga ada yang gratis didunia ini, kawan"
Ini kenapa ya koq gak ada gambarnya. Padahal baru top up langganan....,1,2025-03-07 06:06:29,Ini kenapa ya koq gak ada gambarnya. Padahal baru top up langganan....
Saat baru pertama kali mendownload aplikasi ini langsung ditampilkan ke layar login padahal saya sendiri blom membikin akun nya saat Diunisntall dan download lagi masih sama saja,1,2025-03-07 04:34:08,Saat baru pertama kali mendownload aplikasi ini langsung ditampilkan ke layar login padahal saya sendiri blom membikin akun nya saat Diunisntall dan download lagi masih sama saja
"Susah login padahal wifi lancar, otp setengah jam baru masuk",1,2025-03-07 02:48:37,"Susah login padahal wifi lancar, otp setengah jam baru masuk"
Tidak dapat login padahal sudah terima kode verifikasi,3,2025-03-06 22:59:25,Tidak dapat login padahal sudah terima kode verifikasi
"Aplikasi aneh sudah bayar berlangganan, sudah Terima kode otp via SMS malah kode otp nya di bilang salah",1,2025-03-06 16:30:58,"Aplikasi aneh sudah bayar berlangganan, sudah Terima kode otp via SMS malah kode otp nya di bilang salah"
"Lancar jaya kok. Gambar muncul, suara oke, download online juga ok. First log in aja yang agak ngelag, coba hapus chace / refresh, lalu open lagi. Aman kok 👌",5,2025-03-06 14:53:41,"Ini berjalan dengan baik. Gambar muncul, suara oke, download online juga oke. Pertama login yang agak lambat, coba hapus chace/refresh, lalu buka lagi. Aman 👌"
Hiburan,5,2025-03-06 14:10:09,Hiburan
Sangat membantu,5,2025-03-06 13:58:21,Sangat membantu
Nice,5,2025-03-06 12:38:44,Bagus
Jelek banget,1,2025-03-06 08:12:25,Jelek banget
"Saya sudah masukan kode yang benar, namun masih belum bisa login, tolong bantuan nya",3,2025-03-06 00:50:27,"Saya sudah masukan kode yang benar, namun masih belum bisa login, tolong bantuan nya"
sudah beberapa hari download dan hapus karna error tapi masih tetap ada tulisan kesalahan koneksi mau berlangganan pun jadi malas. kalau tidak niat mending tidak usah bikin aplikasi lagi.,1,2025-03-06 00:31:48,sudah beberapa hari download dan hapus karna error tapi masih tetap ada tulisan kesalahan koneksi mau berlangganan pun jadi malas. kalau tidak niat mending tidak usah bikin aplikasi lagi.
"Kenapa gak ada muncul video nya ya, padahal suara -Nya ada?!?!??!?!?",1,2025-03-05 18:38:22,"Kenapa gak ada muncul video nya ya, padahal suara -Nya ada?!?!??!?!?"
DANA DI AMBIL TIDAK BISA DIKEMBALIKAN,1,2025-03-05 12:17:06,DANA DI AMBIL TIDAK BISA DIKEMBALIKAN
Baru pencet install heheh,5,2025-03-05 07:59:11,Baru pencet install heheh
gaada gambar,2,2025-03-05 07:45:53,gaada gambar
"Apa ini , baru aja dh donlowde malahan udh ada keluhan, daftar aja susah, udh beberapa kali masukin nomor telepon, tp gk ada tuh muncul kodenya, aplikasinya parah si , tolong lah di upgrade lagi gitu",1,2025-03-04 23:35:57,"Apa ini , baru aja dh donlowde malahan udh ada keluhan, daftar aja susah, udh beberapa kali masukin nomor telepon, tp gk ada tuh muncul kodenya, aplikasinya parah si , tolong lah di upgrade lagi gitu"
Sayangnya pro terhadap perusak muka bumi,1,2025-03-04 21:40:22,Sayangnya pro terhadap perusak muka bumi
Apk gak jelas susah login di kirim berapa kali tetap gak ada,1,2025-03-04 18:56:13,Apk gak jelas susah login di kirim berapa kali tetap gak ada
"di laptop bisa da gambar suara,di hp gada gambar ada suara tp muter² terus suka ada tulisan ""matikan perangkat lain"" padahal dah di matikan,jadi susah kalo mau nonton di jalan harus pake laptop.benerin lagi dong",1,2025-03-04 16:49:11,"di laptop bisa da gambar suara,di hp gada gambar ada suara tp muter² terus suka ada tulisan ""matikan perangkat lain"" padahal dah di matikan,jadi susah kalo mau nonton di jalan harus pake laptop.benerin lagi dong"
Baru 1 minggu pakai tidak keluar videonya hanya keluar suara dan loading terus menerus padahal jaringan wifi ok. Untuk aplikasi lain bisa. Hanya ga bisa disneynya aja. Tolong dibantu dong solusinya,1,2025-03-04 14:08:22,Baru 1 minggu pakai tidak keluar videonya hanya keluar suara dan loading terus menerus padahal jaringan wifi ok. Untuk aplikasi lain bisa. Hanya ga bisa disneynya aja. Tolong dibantu dong solusinya
"Aplikasi tolol, pantes ratingnya jelek. Gada gambarnya.",1,2025-03-04 12:10:01,"Aplikasi tolol, pantes ratingnya jelek. Gada gambarnya."
nonton pakai smart TV / stb android..tidak ada suara untuk film dengan bahasa original (asli)..tolong diperbaiki..pengen nonton via TV malahn jadi bad mood,1,2025-03-04 10:47:33,nonton pakai smart TV / stb android..tidak ada suara untuk film dengan bahasa original (asli)..tolong diperbaiki..pengen nonton via TV malahn jadi bad mood
kenapa semua harus premium,1,2025-03-04 08:51:37,kenapa semua harus premium
Good,5,2025-03-04 03:18:59,Bagus
Aplikasi tan login aja susah . Memasukan code selalu salah padahal code langsung dari apk nya,1,2025-03-04 02:36:59,Aplikasi tan login aja susah . Memasukan code selalu salah padahal code langsung dari apk nya
najiss lagg mlu,1,2025-03-03 21:36:14,danau najiss penuh
"Jgn download GK bisa dibuka,buang2 kuota",1,2025-03-03 10:52:03,"Jangan download GK bisa dibuka, buang kuota"
Pengalaman sangat buruk menonton aplikasi streaming ini (seperti nonton film kaset kusut),1,2025-03-03 08:02:09,Pengalaman sangat buruk menonton aplikasi streaming ini (seperti nonton film kaset kusut)
Saya langganan 4 Februari harusnya batas pembayaran tanggal 4 Maret tapi kenapa sudah ada pemotongan sejumlah Rp 65.000 di tanggal 2 Maret? Saya juga sudah mengajukan pembatalan pada tanggal 2 maret tanpa tau ada pemotongan saldo pada akun saya.. begitu tanggal 3 Maret saya check ternyata sudah ada pemotongan dana.. lalu dana saya gimana..? kebijakan tidak ada pengembalian dana sedangkan pemotongan dana dilakukan sebelum tenggat waktu. Tolong perbaiki lah sistemnya....,1,2025-03-03 05:37:45,Saya langganan 4 Februari harusnya batas pembayaran tanggal 4 Maret tapi kenapa sudah ada pemotongan sejumlah Rp 65.000 di tanggal 2 Maret? Saya juga sudah mengajukan pembatalan pada tanggal 2 maret tanpa tau ada pemotongan saldo pada akun saya.. begitu tanggal 3 Maret saya check ternyata sudah ada pemotongan dana.. lalu dana saya gimana..? kebijakan tidak ada pengembalian dana sedangkan pemotongan dana dilakukan sebelum tenggat waktu. Tolong perbaiki lah sistemnya....
Gabisa log on eror mulu,1,2025-03-03 01:31:30,Gabisa log on eror mulu
"Gambarnya tidak muncul, cuma suara aja lu kira radio",1,2025-03-02 14:44:26,"Gambarnya tidak muncul, cuma suara aja lu kira radio"
"Sudah bayar dan gak bisa di pakai dg alasan jaringan 😒 Trus instal ulang, hasilnya tetap sama 🫠",1,2025-03-02 13:55:25,"Sudah bayar dan gak bisa di pakai dg alasan jaringan 😒 Trus instal ulang, hasilnya tetap sama 🫠"
Saya yang penting semua nya lancar dan sukses selalu,5,2025-03-02 13:35:18,Saya yang penting semua nya lancar dan sukses selalu
"Tidak bisa login, otp tidak diterima",4,2025-03-02 12:11:38,"Tidak bisa login, otp tidak diterima"
"apk tolol nyari vidio g bisa nonton vidio layar item mahal"" doang bayar mending dowload netflik",1,2025-03-02 05:12:02,"apk tolol nyari vidio g bisa nonton vidio layar item mahal"" doang bayar mending dowload netflik"
Aplikasinya jelek pas login udh pasang nomor telepon malah gk bisa katanya nomornya sama negaranya gk cocok ah emang aplikasi gk berguna buat gw bikin puasa gw batak aja,1,2025-03-02 05:00:18,Aplikasinya jelek pas login udh pasang nomor telepon malah gk bisa katanya nomornya sama negaranya gk cocok ah emang aplikasi gk berguna buat gw bikin puasa gw batak aja
"Ini aplikasi apaan sih, udh hapus download masih aja gak mau kebuka sama sekali filmnya",1,2025-03-02 02:11:54,"Ini aplikasi apaan sih, udh hapus download masih aja gak mau kebuka sama sekali filmnya"
Agak kurang menarik,4,2025-03-02 01:53:06,Agak kurang menarik
gw kira gratis tapi berbayar mending unistal,1,2025-03-01 17:14:15,gw kira gratis tapi berbayar mending unistal
"Saya mulai langganan tanggal 4 Februari, tapi tanggal 27 Februari tiba-tiba saldo kepotong sebanyak langganan 1 bulan. Padahal belum jatuh tempo, kemudian sekarang di apk diberitahu kalau harus memperbarui langganan lagi. Double dong jadinya, misal 1 bulan harusnya potongan saldo saat tanggal 4 Maret besok, bukan 27 Februari. Tolong diperbaiki lagi.",4,2025-03-01 15:30:24,"Saya mulai langganan tanggal 4 Februari, tapi tanggal 27 Februari tiba-tiba saldo kepotong sebanyak langganan 1 bulan. Padahal belum jatuh tempo, kemudian sekarang di apk diberitahu kalau harus memperbarui langganan lagi. Double dong jadinya, misal 1 bulan harusnya potongan saldo saat tanggal 4 Maret besok, bukan 27 Februari. Tolong diperbaiki lagi."
"jelek, aku mau nonton dari tv padahal udah dimatiin yang di hp tapi gabisa katanya gabisa lebih dari 2 perangkat padahal yang hp udah mati trus aku sampe pake daya mati berkali kali tetep gabisa, disney jelek bgt pls padahal ekspektasinya tinggi",1,2025-03-01 15:07:03,"jelek, aku mau nonton dari tv padahal udah dimatiin yang di hp tapi gabisa katanya gabisa lebih dari 2 perangkat padahal yang hp udah mati trus aku sampe pake daya mati berkali kali tetep gabisa, disney jelek bgt pls padahal ekspektasinya tinggi"
kebanyakan film lawas -_ terbaru kurang cepat update,1,2025-03-01 13:59:43,kebanyakan film lawas -_ terbaru kurang cepat update
masa toy story harus bayar bulanan???mahal banget lagi,1,2025-03-01 05:02:05,masa toy story harus bayar bulanan???mahal banget lagi
"Lemot, aplikasi error disangka pakai vpn padahal error",1,2025-02-28 16:43:54,"Lemot, aplikasi error disangka pakai vpn padahal error"
"Mau download gak jadi, banyak komentar jelek.",1,2025-02-28 16:18:15,"Mau download gak jadi, banyak komentar jelek."
"Pliss perbaiki lah apk ny, gw mau lanjut langganan krn ad film yg mau selesain, tpi klo rusak yaudah lah males, bete jg nanti gw nekat nyoba pas review ny lgi jelek nontonnya gk maksimal",1,2025-02-28 15:08:25,"Pliss perbaiki lah apk ny, gw mau lanjut langganan krn ad film yg mau selesain, tpi klo rusak yaudah lah males, bete jg nanti gw nekat nyoba pas review ny lgi jelek nontonnya gk maksimal"
"udah selesai download pas disuruh masukin no telepon,nah pas udah dimasukin kok ga bisa login?please improve it more, i want to watch my favorite movie",1,2025-02-28 07:48:48,"udah selesai download pas disuruh masukin no telepon,nah pas udah dimasukin kok ga bisa login?please improve it more, i want to watch my favorite movie"
Terbaik,5,2025-02-28 07:19:26,Terbaik
Gj Kiran g bayar ternyata bayar,1,2025-02-27 07:21:56,Gj Kiran g bayar ternyata bayar
Netflix ga ada Lawan,1,2025-02-27 02:19:46,Netflix ga ada Lawan
"Punya saya kok gak mau muter film ny ya, padahal udah langganan sampe akhir 2026",1,2025-02-26 15:03:40,Kenapa saya tidak mau memutar film ini padahal saya sudah berlangganan sampai akhir tahun 2026
Bagus dan kalau boleh di cepat kan donlod nya y terimakasih,5,2025-02-26 08:01:08,Bagus dan kalau boleh di cepat kan donlod nya y terimakasih
Aplikasi nya jelek banget g guna percuma download apk ini untuk login aj gak bisa mending g usah di download ini apk ngabisin kuota!!,1,2025-02-26 06:08:58,Aplikasi nya jelek banget g guna percuma download apk ini untuk login aj gak bisa mending g usah di download ini apk ngabisin kuota!!
"cihh berbayar pula tu🙄 udah gabagus, JELEKKKKKK!!",1,2025-02-26 00:18:50,"Lihh bayar pulau tu 🙄 udu habagus, JELEKKKK!!"
Sangat baik dan bagus,5,2025-02-25 23:07:36,Sangat baik dan bagus
Dasar aplikasi ga berguna masa harus berlangganan dulu kalau mau nonton film nya buat kalian yang mau donglot lebih baik jangan pernah di donglot nih aplikasi,1,2025-02-25 09:40:54,Dasar aplikasi ga berguna masa harus berlangganan dulu kalau mau nonton film nya buat kalian yang mau donglot lebih baik jangan pernah di donglot nih aplikasi
Semoga benar dan kenyataan adanya,4,2025-02-25 06:14:43,Semoga benar dan kenyataan adanya
"Ingin berhenti berlangganan tp tdk bs dibatalkan, sdh bbrp x hubungi CS tp tdk ada respon. Mohon secepatnya diproses utk pembatalan akun saya. Terimakasih",4,2025-02-25 05:25:04,"Ingin berhenti berlangganan tp tdk bs dibatalkan, sdh bbrp x hubungi CS tp tdk ada respon. Mohon secepatnya diproses utk pembatalan akun saya. Terimakasih"
sulit buat login,3,2025-02-24 15:06:25,sulit buat login
Susah berhenti langganan Sudah berhenti masih ditagih sejumlah Rp. 799.000,1,2025-02-24 05:17:38,Susah berhenti langganan Sudah berhenti masih ditagih sejumlah Rp. 799.000
👍🏻,4,2025-02-24 03:38:57,👍🏻
Bagus lah,5,2025-02-23 22:36:52,Bagus lah
😟😟😟😟,1,2025-02-23 15:09:17,😟😟😟😟
"Aplikasi streaming jelek, udh bayar langganan per bulan ga guna, berapa kali buffer trs, udh kdg sub title sama vidio ga selaras, gada suaranya, unduhan gabisa ditonton. Minta restart lah, ganti ke data/wifi,cek jaringan lah, jelas jelas gw cek jaringan lancar lanacr aja malah kenceng,logika nya gini ya kalau emang gw download vidio biar apa? Ya biar bisa ditonton offline, kalau harus nyalain data lagi ngapain gw download, klo gabisa diperbaikin mending gratisin aja tuh aplikasi, buang² duit aja",1,2025-02-23 13:05:14,"Aplikasi streaming jelek, udh bayar langganan per bulan ga guna, berapa kali buffer trs, udh kdg sub title sama vidio ga selaras, gada suaranya, unduhan gabisa ditonton. Minta restart lah, ganti ke data/wifi,cek jaringan lah, jelas jelas gw cek jaringan lancar lanacr aja malah kenceng,logika nya gini ya kalau emang gw download vidio biar apa? Ya biar bisa ditonton offline, kalau harus nyalain data lagi ngapain gw download, klo gabisa diperbaikin mending gratisin aja tuh aplikasi, buang² duit aja"
gada gambar nya tpi ad suara ny udh di hps trs install lgi sma aj g ad gmbr ny knp y,1,2025-02-23 10:32:07,goa gamber ny tp soa ny kayu hps stral lg
Cooler...,5,2025-02-23 09:11:22,Lebih keren...
"aplikasinya gimana si dodol, masa gua masuk kaga bisa daftar? padahal itu nomer udah bener, aplikasi rusak rusak",1,2025-02-23 05:32:50,"Bagaimana aplikasinya dodol, kalau saya login apakah bisa mendaftar? padahal nomornya benar, tapi aplikasinya rusak"
bagus tapi bayar,4,2025-02-22 12:44:16,bagus tapi bayar
Aplikasi gaje,1,2025-02-22 07:43:28,Aplikasi gaje
Aplikasi terkutuk tidak bisa masuk sama sekali,1,2025-02-22 07:37:05,Aplikasi terkutuk tidak bisa masuk sama sekali
Gk bisa masuk,1,2025-02-22 07:16:06,Gk bisa masuk
"Kenapa ga bisa masuk, koneksi error padahal sy tidak memakai proxy/VPN lainya, mohon bantuannya dan solusinya.",2,2025-02-21 14:33:31,"Kenapa ga bisa masuk, koneksi error padahal sy tidak memakai proxy/VPN lainya, mohon bantuannya dan solusinya."
sering gangguan,5,2025-02-21 13:12:55,sering gangguan
"susah log in nya,apk buruk",1,2025-02-21 12:01:44,"susah log in nya,apk buruk"
